Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Justin Bean,USU,34,35.4,17.4,6.7,12.5,0.534,1.4,2.9,0.465,2.7,3.4,0.8,2.5,7.4,9.9,2.6,1.6,0.5,1.9,2,2022
Justin Bibbins,U of U,35,34.9,14.8,4.4,9.6,0.457,2.7,6.1,0.439,3.4,3.9,0.874,0.4,2.6,3,4.7,1.3,0.1,2,2.5,2018
Justin Black,MSU,31,34,18.9,6.5,14.3,0.452,1.7,5.7,0.294,4.4,7.3,0.6,1.7,3.4,5.1,2.8,1.8,0.1,3.2,2.9,2014
Justin Champagnie,PITT,20,34.4,18,6.7,14.1,0.477,1.2,3.7,0.311,3.5,4.9,0.711,3.4,7.7,11.1,1.6,1.2,1.3,1.5,1.8,2021
Justin Cobbs,Cal,35,34.4,15.6,5.3,11.3,0.466,0.9,2.7,0.333,4.1,5,0.817,0.5,2.4,2.9,5.8,0.8,0.1,2.4,1.8,2014
Justin Drummond,U of T,33,29.4,13.1,4.4,9.2,0.479,0.9,2.3,0.387,3.4,4.4,0.779,1.1,3.5,4.6,1.9,0.7,0.5,2,2.7,2015
Justin Edwards,UM,29,32.7,16.7,6,13.8,0.438,0.9,3.4,0.273,3.7,5.4,0.684,1.7,3.4,5.2,3.4,1.9,0.4,4.1,2.9,2013
Justin Forrest,ASU,32,31.5,17.3,5.4,14,0.386,2.1,6.7,0.31,4.4,5.9,0.746,0.3,2.9,3.2,2.8,1.5,0.1,3.6,3,2020
Justin Greene,KSU,32,30.5,14,5.1,10.3,0.494,0,0,0,3.9,5.3,0.725,2.1,4.7,6.8,1.5,1.2,0.8,3.2,2.7,2012
Justin Hamilton,LSU,33,30,12.9,4.8,9.7,0.494,0.1,0.4,0.25,3.2,4.2,0.781,3.3,3.9,7.2,0.9,0.8,1.3,1.7,2.5,2012
Justin Hill,LONG,31,31,14.2,4.8,11.4,0.419,1.1,3.2,0.343,3.5,4.5,0.797,0.7,4,4.8,4.1,1.5,0.1,2.6,1.4,2022
Justin Jackson,UNC,40,32,18.3,6.6,14.9,0.443,2.6,7.1,0.37,2.5,3.3,0.748,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4,2017
Justin James,UW,32,38.2,22.1,7.1,17.4,0.409,1.6,5.3,0.296,6.3,8.4,0.741,1,7.5,8.5,4.4,1.5,0.6,4.2,2.1,2019
Justin Jaworski,LC,15,36.1,21.5,7,15.1,0.463,2.6,6.5,0.398,4.9,5.3,0.913,0.4,3.3,3.7,2.3,1.5,0,2.3,1.6,2021
Justin Johnson,UTRGV,31,34.7,17.7,6,12,0.501,1.1,3.2,0.333,4.6,6.8,0.679,0.8,5.9,6.7,2.3,0.8,0.4,4,2.7,2022
Justin Kier,GMU,33,34.8,14.5,5.2,11,0.471,1,2.7,0.371,3.1,4.1,0.769,0.5,6.1,6.5,2.6,1.6,0.3,2.7,2,2019
Justin Lewis,MU,32,32.2,16.8,6.1,13.8,0.44,1.8,5.2,0.349,2.8,3.7,0.761,1.2,6.8,7.9,1.7,1.1,0.6,1.9,2.2,2022
Justin Moore,VILL,36,34.6,14.8,5,12.7,0.397,2.2,6.3,0.356,2.5,3.3,0.75,0.7,4.1,4.8,2.3,1,0.4,1.4,1.8,2022
Justin Moss,UB,33,30,17.5,6.2,11.8,0.521,0,0.1,0,5.2,7.2,0.73,2.8,6.4,9.2,0.6,1,0.8,2.2,3,2015
Justin Pierce,W&M,28,34.4,14.9,5.5,11.9,0.464,1.6,4.9,0.324,2.2,3.8,0.59,1.8,7.1,8.9,4.1,1.1,0.3,2.2,2.5,2019
Justin Ravenel,FAMU,31,35.3,15.6,5.1,11,0.459,3.4,7.2,0.464,2.1,2.5,0.857,0.3,1.9,2.3,1.3,0.8,0.1,1.3,1.8,2019
Justin Roberson,ULM,34,33.2,14.5,5.4,11.3,0.474,1.2,3,0.416,2.6,3.7,0.685,0.8,3.9,4.7,2.7,1.7,0.1,2.2,3.2,2016
Justin Robinson,MU,34,33.2,19.7,6.2,14.9,0.417,2.8,7,0.403,4.4,5.1,0.856,0.6,3.2,3.8,4.8,1.4,0.1,2.6,1.6,2017
Justin Sears,YALE,28,31,15.7,5.8,11.1,0.526,0.2,0.6,0.313,3.9,5.8,0.669,3.7,3.8,7.5,2.8,0.8,1.7,2.5,2.8,2016
Justin Simmons,UNO,31,28.4,16.7,6.3,13.4,0.473,1.4,3.5,0.402,2.6,3.4,0.781,0.8,3.2,4,2.1,1.2,0.6,3,1.4,2013
Justin Smith,U of A,28,31.9,13.6,5.7,10.4,0.545,0.2,0.8,0.217,2.1,3.3,0.63,3.3,4,7.3,1.8,1.2,0.6,1.8,2.2,2021
Justin Strings,CSUS,32,36.2,17.9,7,16.3,0.427,0.9,3.3,0.283,3,4.9,0.618,1.4,5.6,7,2.3,0.6,0.9,2.3,2.4,2018
Justin Tillman,VCU,33,30.6,18.9,7.5,13.5,0.557,0.8,2.5,0.329,3.1,4.7,0.654,3.3,6.6,9.9,0.5,0.3,1,1.7,2.4,2018
Justin Turner,BGSU,25,34.7,19.3,6.6,16,0.411,1.3,4.3,0.296,4.9,5.6,0.878,0.7,3.6,4.3,4.3,1.5,0.2,1.9,1.8,2021
Justin Wright,NCCU,28,26.5,13.7,4.8,9.6,0.496,0.9,2.1,0.407,3.3,4.5,0.738,1.3,2.9,4.3,2,1.4,0,2.1,2.4,2022
Justin Wright-Foreman,HOF,35,37.7,27.1,9.4,18.5,0.511,3.1,7.4,0.425,5.1,5.9,0.864,0.3,3.7,4,2.9,0.9,0.2,2.6,1.9,2019
Justinian Jessup,BSU,32,36,16,5.4,12.6,0.426,3.1,7.7,0.397,2.2,2.3,0.959,1,3.5,4.4,2.1,1.4,0.5,1.3,2.2,2020
Juvonte Reddic,VCU,36,27.9,14.6,5.8,10.3,0.569,0,0.2,0.167,2.9,4.2,0.707,3.4,4.7,8.1,0.6,1.4,0.9,1.6,2.3,2013
"Juwan Howard, Jr.",UDM,33,31.6,17.5,6.3,14.5,0.434,1.9,4.8,0.408,2.9,3.4,0.85,1.1,3,4.1,2.4,0.9,0.3,2.1,2,2015
Juwan Morgan,IU,35,29.8,15.5,6.1,11,0.558,0.7,2.5,0.295,2.5,3.9,0.647,2.5,5.7,8.2,1.9,1.2,1.5,1.9,2.9,2019
Juwan Staten,WVU,30,31.3,14.2,4.8,11.3,0.421,0.7,1.9,0.362,4,5.7,0.702,0.5,2.2,2.7,4.6,1.1,0,2,1.7,2015
K.C. Ndefo,SPC,25,28.7,13.7,5.1,10.1,0.504,0.1,0.7,0.118,3.4,5.8,0.597,1.6,4.8,6.5,1.5,1.4,3.6,2.6,3,2021
K.J. Davis,BCU,22,31.6,14,5.4,11.8,0.454,1.2,3.2,0.38,2.1,2.8,0.754,2.3,5.3,7.6,1.3,1.1,0.7,2,2.9,2022
K.J. Feagin,SCU,31,35,17.5,6.5,14.6,0.443,2,5.3,0.372,2.5,2.9,0.868,0.4,1.7,2.1,4,0.8,0.1,2.3,2.2,2018
"K.J. Hunt, Jr.",UD,30,30,15.1,5.6,12.9,0.43,0.9,2.8,0.318,3.1,3.9,0.788,0.4,4,4.4,3.5,1.1,0.4,3,1.8,2022
K.J. Jackson,UMBC,29,34.2,13.8,4.9,11.4,0.432,1.2,3.9,0.316,2.7,4,0.687,0.9,3.5,4.4,4.2,1.7,0.6,3.2,2.6,2020
K.J. Johnson,LIP,21,30.3,13.5,4.4,9.1,0.479,1.3,3.4,0.389,3.4,4.2,0.798,0.6,2.7,3.2,2.5,0.9,0.2,1.8,1.4,2021
K.J. McDaniels,CLEM,36,33.7,17.1,5.8,12.6,0.459,1.2,3.8,0.304,4.3,5.1,0.842,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,2014
K.J. Robinson,UNO,29,32.1,15.2,5.1,12.1,0.42,2.2,5.4,0.41,2.8,3.2,0.872,0.1,2,2.1,2.7,0.9,0,1.9,1.2,2020
K.J. Simon,UTM,30,31,16.9,6.6,15.4,0.43,1.4,4.8,0.292,2.3,3.3,0.707,1.4,3.5,4.9,1.8,1.6,1.4,2,2.6,2022
K.J. Walton,BSU,20,29.3,16.4,6.4,11.7,0.543,0,0.2,0,3.7,4.6,0.793,2.4,3.6,5.9,1.2,1.3,0.2,2.4,2.4,2021
K.J. Williams,MSU,34,29.1,18,7.2,13.4,0.538,1.1,3.3,0.327,2.5,3.6,0.699,2.7,5.7,8.4,0.7,1.4,0.6,1.5,2.1,2022
K.T. Harrell,AU,35,33,18.5,5.5,12.2,0.453,2.8,6.5,0.434,4.6,5.7,0.814,0.9,2.1,3,1.5,0.9,0.1,2.5,2.3,2015
Kadeem Batts,PROV,34,31.7,14.8,5.5,11.6,0.478,0,0.1,0,3.8,5.4,0.692,3,4.3,7.2,1,0.6,0.7,2.1,3.6,2013
Kadeem Jack,RU,30,31,13,5.1,12,0.427,0.5,1.6,0.313,2.2,3.8,0.579,2.5,3.9,6.4,1.1,0.9,0.7,2.6,2.3,2015
Kaelon Harris,CIT,29,27.3,14.3,4.7,10.2,0.461,1,3.5,0.297,3.9,5.3,0.732,1.7,5.1,6.9,1.4,0.8,0.2,2.2,2.2,2020
Kahliel Spear,RMU,32,32.8,14.7,5.9,10.7,0.551,0.3,0.9,0.267,2.7,3.7,0.726,2,5.7,7.7,1.6,0.9,1.1,2.2,2.1,2022
Kahlil Dukes,NU,33,33.9,21,6.8,14.6,0.465,2.9,6.9,0.417,4.5,4.9,0.914,0.2,2,2.2,3.3,0.8,0,2.5,1.7,2018
Kai Mitchell,SHSU,31,24.1,14.4,5.7,10.4,0.555,0.5,1.2,0.368,2.4,3.2,0.758,1.8,4.3,6.1,2.1,0.8,1.2,2.3,3.5,2020
Kaiden Rice,CIT,25,33.8,17.6,6,14.6,0.414,3.7,10.6,0.348,1.9,2.1,0.887,0.7,3.5,4.2,1.1,0.4,0,1.4,1.5,2021
Kaleb Wesson,OSU,31,29.4,14,4.4,9.9,0.444,1.5,3.4,0.425,3.8,5.2,0.731,2.4,6.9,9.3,1.9,0.7,1,2.5,3.1,2020
Kalin Fisher,HU,35,34.7,15.8,5.2,13,0.4,1.6,5.1,0.311,3.8,4.7,0.806,0.4,4.3,4.7,3.2,1.9,0.2,2.1,2.5,2019
Kalob Ledoux,MSU,28,29.7,14.8,5.4,12.8,0.423,2.2,6,0.365,1.8,2.3,0.81,0.7,3.6,4.4,1,0.5,0.1,2.3,2.4,2018
Kamar Baldwin,BU,31,31.6,16.2,6,14.4,0.419,1.4,4.3,0.331,2.7,3.2,0.85,0.5,4.2,4.6,3.3,1.1,0.5,2,1.8,2020
Kamdyn Curfman,VMI,32,35.3,15.6,5.3,12.5,0.426,3.6,9.3,0.392,1.3,1.6,0.8,0.4,2.7,3.1,2.4,0.8,0,1.2,1.4,2022
Kameron Chatman,UDM,29,32.6,17.8,6.3,13.4,0.472,2.1,5,0.414,3.1,3.7,0.849,1.4,6.8,8.2,2.1,1.2,0.4,2,2.6,2018
Kameron Edwards,PU,30,32.6,16.2,6,13.6,0.438,1,3.1,0.309,3.3,4.5,0.739,1.8,5.6,7.4,1.2,0.9,0.4,2.3,3.1,2020
Kameron McGusty,UM,37,34,17.8,6.4,13.4,0.476,1.6,4.6,0.355,3.4,4.2,0.814,0.6,4.3,4.9,2.4,1.8,0.3,1.9,2.1,2022
Kane Williams,GSU,32,30.8,14.8,4.4,10.9,0.405,1.3,3.7,0.347,4.7,6,0.776,1.4,3.2,4.6,4.4,1.5,0.4,2.7,2.7,2020
Kannon Burrage,UTSA,32,35,17.2,5.8,15.2,0.379,1.8,5.4,0.335,3.9,5.1,0.762,1.7,3.3,4.9,1.3,0.9,0.1,2.4,1.9,2013
Kareem Canty,MU,33,36.7,16.3,5.7,15.2,0.373,2,6.5,0.304,3,4.1,0.728,0.8,1.5,2.2,5.5,0.7,0.1,3.7,1.6,2014
Kareem Jamar,UM,30,36.2,18.8,6.1,12.9,0.472,1.5,4.3,0.349,5.2,7.3,0.712,0.8,4.8,5.6,4,0.9,0.5,2.2,2.5,2014
Kario Oquendo,UGA,31,29.4,15.2,5.3,11.6,0.453,1.2,4.4,0.272,3.5,4.9,0.712,0.9,3.4,4.3,0.8,1.2,0.5,2.4,2,2022
Karl Cochran,WC,35,31.1,14.6,5.2,13.4,0.389,2.8,7.7,0.366,1.4,2.1,0.649,0.8,5,5.9,2.7,1.8,1,1.6,1.9,2015
Karvel Anderson,RMU,36,30.6,19.7,6.9,13.5,0.51,3.3,7.1,0.463,2.6,3.1,0.841,0.8,2.6,3.3,1.4,1.3,0.2,1.2,2,2014
Kason Harrell,IPFW,33,30.2,15.2,5.9,11.8,0.504,1.8,4.4,0.397,1.6,2.3,0.675,0.8,2.7,3.5,1.8,1.1,0.8,1.5,2.1,2019
Kassius Robertson,MU,33,36,16.3,4.8,11.3,0.422,3.2,7.4,0.432,3.5,4.4,0.795,0.3,2.7,3,2.3,1,0.1,2.3,1.7,2018
Kavin Gilder-Tilbury,TSU,36,30.6,15.9,5.7,11.5,0.494,2,5.2,0.38,2.6,3.9,0.657,1,4.6,5.6,1.8,1.2,0.9,1.9,2.9,2017
Kay Felder,OU,35,36.7,24.4,7.7,17.5,0.44,2.2,6.1,0.355,6.8,8.1,0.848,0.7,3.5,4.3,9.3,2,0.2,3.4,3,2016
Keandre Cook,MSU,33,32.1,14.9,4.8,11.5,0.422,2.2,5.1,0.423,3.1,3.8,0.816,0.7,3.8,4.6,1.4,0.8,0.4,2.2,2.3,2020
Keaston Willis,UIW,20,33.8,19,6.3,14.7,0.425,2.1,5.6,0.366,4.4,5.8,0.759,0.5,4,4.5,2.1,1.2,0.1,2.6,2,2021
Keaton Cole,WCU,35,30.1,12.8,4.1,9.6,0.427,3.3,7.8,0.423,1.3,1.9,0.701,0.5,1.1,1.6,1.5,1.3,0,1.5,1.7,2012
Keaton Wallace,UTSA,26,33.5,16.8,6,14.4,0.42,2.3,7.1,0.319,2.4,3.1,0.788,0.6,4.9,5.5,3.4,1,0.3,2.2,2.1,2021
Kedren Johnson,VU,33,31.7,13.5,4.4,10.8,0.408,1.7,4.8,0.35,3,4.2,0.723,0.5,3.1,3.5,3.6,1,0.5,2.8,1.9,2013
Keegan Murray,UI,35,31.9,23.5,8.8,15.8,0.554,1.9,4.7,0.398,4.1,5.4,0.747,2.9,5.8,8.7,1.5,1.3,1.9,1.1,1.9,2022
Keenan Evans,TTU,36,29.5,17.6,5.4,11.4,0.471,1.3,4.2,0.32,5.5,6.7,0.817,0.3,2.7,3,3.2,1.1,0.3,1.9,1.8,2018
Keifer Sykes,UWGB,33,35.1,18.6,6.5,14.3,0.452,1.4,4.5,0.311,4.3,5.5,0.78,0.8,3.7,4.5,3.9,1.7,0.2,2.2,2.2,2015
Keita Bates-Diop,OSU,34,33.1,19.8,7.3,15.1,0.48,1.9,5.4,0.359,3.3,4.1,0.794,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,2018
Keith Appling,MSU,36,33.6,13.4,4.3,10.4,0.415,1.1,3.6,0.32,3.6,4.8,0.749,0.4,3,3.4,3.3,1.3,0.6,2.3,2.3,2013
Keith Braxton,SFU,32,36.1,17.6,6.1,13.2,0.464,1.2,3.7,0.316,4.2,5,0.832,1.2,6.3,7.5,3.8,1.3,0.3,2.7,1.5,2020
Keith Clanton,UCF,31,35.4,14.8,5.4,10.1,0.535,0.4,1.8,0.196,3.6,5.7,0.638,2.9,5.6,8.5,2.5,1.1,2,3.1,2.7,2013
Keith Gabriel,VMI,33,28.6,17.5,5.8,13.6,0.429,2.3,7.1,0.321,3.5,4.8,0.745,0.8,2.7,3.5,1.9,1.8,1.2,2.2,2.3,2012
Keith Hornsby,LSU,33,35.5,13.4,4.7,11.2,0.422,2.2,5.5,0.393,1.8,2.2,0.784,0.6,3.6,4.2,2.1,1.1,0.5,1.4,1.6,2015
Keith Rendleman,UNCW,30,33.9,17,6.2,11.6,0.539,0.3,0.7,0.381,4.3,7.3,0.592,4.2,6.3,10.5,0.7,1.8,1.6,2.1,3.3,2013
Keith Shamburger,SJSU,30,35.2,13.1,3.8,11.2,0.338,1.7,5.6,0.304,3.8,5,0.772,0.6,2.3,2.9,5.2,1.3,0,2.1,2.5,2012
Keith Williams,UC,23,27.2,14.3,4.9,12.3,0.398,1.1,3.5,0.313,3.4,5.3,0.653,1.5,2.6,4.1,2.5,1.2,0.7,2.2,2.7,2021
Keiton Page,OSU,32,35.6,17.1,5.1,12.3,0.415,3.2,8.3,0.386,3.6,4.2,0.852,0.1,1.7,1.8,2.2,1.5,0,1.6,2.4,2012
Kelan Martin,BU,35,35.7,21.2,7.4,16.6,0.447,2.7,7.5,0.364,3.7,4.4,0.844,0.9,5.3,6.3,2,0.7,0.5,2.4,1.9,2018
Kellan Grady,DAV,22,34.2,17.1,6.2,13.1,0.471,2.6,6.9,0.382,2.1,3.1,0.676,0.4,4.2,4.6,2.4,0.8,0.2,1.6,1.1,2021
Kellen Dunham,BU,33,32.4,16.2,5,11.5,0.438,2.6,6.2,0.429,3.5,4.2,0.841,0.5,2,2.5,1.5,0.7,0.1,1.5,1.7,2016
Kellen Thornton,TSU,33,31.1,15.8,6.4,11.9,0.537,0.6,1.9,0.328,2.4,3.4,0.708,2.9,5.2,8.1,1.1,0.9,0.7,2.3,3.2,2013
Kelly Olynyk,GU,32,26.4,17.8,6.7,10.7,0.629,0.3,0.9,0.3,4.1,5.3,0.776,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,2013
Kelsey Barlow,UIC,31,31.4,14.8,4.8,12.5,0.387,1.5,4.8,0.32,3.5,4.6,0.764,1,4,5,3.9,1,0.3,2.6,2.7,2014
Kelsey Howard,JSU,28,29.9,14.1,5,11.4,0.436,2,5.1,0.385,2.3,3.4,0.663,1.4,2.6,4,0.6,0.8,0.2,1.5,2.3,2013
Kelvin Martin,CSU,31,32.8,15.4,6,10.3,0.588,0.1,0.3,0.25,3.2,5.4,0.602,2.6,6.4,9.1,1.7,2.1,1.6,2.3,2.6,2012
Ken Horton,CCSU,28,34.5,19,6.9,14,0.491,1.6,5.3,0.313,3.6,4.5,0.802,2.8,6.2,8.9,1.7,2.1,1.4,1.9,2.6,2012
Ken Williams,USA,31,31.1,15.5,4.9,13.5,0.366,2,6.3,0.313,3.6,4.5,0.8,0.6,2.8,3.4,3.4,0.8,0.2,2.6,1.2,2016
Kendal Allen Manuel,UM,31,36.2,15.1,5.4,12.4,0.431,1.9,5.3,0.36,2.5,2.7,0.905,0.3,3.2,3.5,1.9,0.9,0.1,1.7,1.5,2020
Kendal Coleman,NSU,30,28.7,15.4,6.8,12.4,0.546,0,0,0,1.9,3.3,0.582,2.6,7.5,10.1,0.7,1,1.3,1.9,2.1,2022
Kendall Anthony,RICH,35,36.5,16.4,5.8,13,0.446,1.7,4.4,0.392,3.1,3.9,0.79,0.3,1.5,1.8,2.5,0.9,0,1.5,2.1,2015
Kendall Pollard,DAY,26,25.9,14,4.8,9.2,0.525,0.2,0.9,0.261,4.2,6.5,0.641,1,4,5,1.5,1.5,0.7,1.8,2.8,2017
Kendall Smith,CSUN,30,33.4,16.7,5.7,12.7,0.448,1.5,4,0.375,3.8,5,0.762,0.7,3.3,4,4.8,1.3,0.2,2.7,2.1,2017
Kendall Williams,UNM,34,35.3,16,4.4,10.3,0.43,1.9,4.8,0.389,5.3,6.6,0.792,0.7,2.8,3.6,4.9,1.6,0.1,2,1.8,2014
Kendric Davis,SMU,32,34.7,19.4,5.8,13.1,0.439,2.4,6.5,0.372,5.5,6.4,0.868,0.5,3.3,3.8,4.4,1.5,0.1,2.7,2.1,2022
Kendrick Nunn,OU,30,37.9,25.9,8.7,20.1,0.435,4.5,11.3,0.394,4,4.7,0.838,0.9,3.8,4.7,3.8,1.5,0.4,2.9,2.2,2018
Kendrick Perry,YSU,32,36.5,21.3,6.7,13.3,0.506,1.9,5.4,0.356,5.9,8.1,0.736,0.9,3.2,4.1,4.4,2.4,0.3,1.9,2.7,2014
Kendrick Ray,KENN,31,33.8,21.2,7.9,17.5,0.449,2.8,7,0.394,2.6,3.4,0.788,1,2.7,3.7,3.1,0.7,0.3,2.6,2.4,2017
Kennedy Chandler,UT,34,30.8,13.9,5.4,11.5,0.464,1.4,3.8,0.383,1.8,2.9,0.606,0.7,2.6,3.2,4.7,2.2,0.2,2.5,2,2022
Kenneth Ortiz,WC,31,32.2,13.9,4.4,10.7,0.411,0.3,1.3,0.256,4.7,6.4,0.739,1.1,3.4,4.5,4.2,1.8,0.2,2.9,2.3,2014
Kenny Boynton,UF,37,31.6,15.9,5.1,11.5,0.44,3,7.3,0.407,2.8,3.7,0.754,0.5,2.1,2.6,2.7,0.8,0,1.4,1.1,2012
Kenny Jones,APSU,30,31.9,14.3,5.6,9.4,0.594,0.1,0.3,0.25,3,5.1,0.588,2.3,5.4,7.7,0.9,1,1,2.3,2.5,2017
"Kenny Lofton, Jr.",LTU,33,27,16.5,6.3,11.7,0.539,0.1,0.6,0.2,3.7,5.5,0.672,3.3,7.2,10.5,2.8,1.2,0.7,3.1,2.7,2022
Kenny McGowen,ISU,30,29.5,14.7,4.5,12,0.379,2.2,6.9,0.325,3.4,4.3,0.783,0.4,1,1.4,2.2,0.9,0.1,2.4,3.2,2012
Kent Bazemore,ODU,35,31.5,15.4,5.3,13.1,0.407,1.5,4.5,0.321,3.3,5.2,0.632,1.9,4.2,6.1,3.1,2.1,0.3,3.2,2.7,2012
Kentavious Caldwell-Pope,UGA,32,34,18.5,5.8,13.4,0.433,2.6,7,0.373,4.2,5.3,0.799,1.2,5.9,7.1,1.8,2,0.5,2,2.2,2013
Kentwan Smith,STET,31,28.4,13.8,5.2,9.8,0.526,0.8,2.6,0.325,2.6,3.8,0.686,2.7,4,6.8,1.3,0.5,1.5,2.4,2.5,2015
Keon Clergeot,SELU,24,32,15.9,4.1,10,0.407,1.3,3.9,0.333,6.4,8,0.802,0.8,2.3,3,2.2,1,0.1,3.4,3,2021
Keon Johnson,WIN,32,35.1,22.3,6.9,15.9,0.433,3.2,7.9,0.402,5.3,6.2,0.868,0.4,3.5,4,2.6,0.7,0,2.3,1.9,2017
Keon Lewis,UTSA,29,33.6,15.5,4.4,11.2,0.398,1.2,3.5,0.343,5.4,6.6,0.821,0.7,2,2.7,3.1,1.6,0,2.1,2,2015
Keon Moore,WIN,32,33.1,18.5,5.9,13.3,0.443,3.2,7.3,0.432,3.6,4.2,0.859,0.8,4.4,5.2,1.8,1.4,0.3,1.8,1.9,2015
Keondre Kennedy,UMBC,31,32.7,14.8,5.7,11.5,0.496,2,4.7,0.415,1.4,1.8,0.772,0.7,4.4,5.1,2.2,0.9,0.4,2.2,1.5,2022
Keron DeShields,TSU,30,32.8,16.5,5.5,12.8,0.433,1.6,4.4,0.361,3.9,5.2,0.744,0.3,2.9,3.3,3,1.3,0.2,2.1,2.5,2016
Kerron Johnson,BEL,33,30,14,4.2,9.1,0.458,0.5,1.7,0.286,5.2,6.7,0.777,0.3,2.8,3.2,4.8,1.7,0,3.2,2.6,2013
"Kerry Blackshear, Jr.",VT,35,30,14.9,5.3,10.3,0.508,0.6,1.8,0.333,3.8,5.2,0.736,3.1,4.5,7.5,2.4,0.7,0.8,1.8,3.3,2019
"Kerwin Roach, Jr.",UT,31,29.2,14.6,5,11.5,0.439,1.7,4.9,0.355,2.8,4,0.688,0.6,3.6,4.3,3.2,1.2,0.3,2.3,2.3,2019
Keshawn Williams,NIU,29,32.1,16.3,5.9,13.3,0.44,1.1,3.3,0.337,3.5,4.4,0.803,0.6,2.7,3.3,1.8,1,0.1,1.7,1.6,2022
Kessler Edwards,PU,27,34,17.2,6.1,12.4,0.491,1.7,4.4,0.378,3.4,3.9,0.876,1.2,5.6,6.8,1.2,1,1.2,1.8,2.1,2021
Kevaughn Allen,UF,36,28.6,14,4.7,10.6,0.439,2.2,5.8,0.371,2.5,2.9,0.883,0.2,2.2,2.4,1.5,1.3,0.3,1.3,1.6,2017
Keve Aluma,VT,36,30.8,15.8,6.1,11.4,0.538,0.7,2.1,0.333,2.8,3.6,0.785,2,4.5,6.5,1.9,0.8,0.9,1.8,2.3,2022
Kevin Bailey,UP,25,27,14.6,4.9,11.8,0.416,1.2,3.4,0.349,3.6,4.4,0.811,0.3,2.2,2.5,1.9,0.5,0.5,2.2,2.6,2015
Kevin Cross,TU,28,27.9,13.9,5.2,10,0.52,0.3,1.1,0.281,3.2,4.1,0.789,0.9,5.9,6.8,3.6,0.9,0.9,2.4,3,2022
Kevin Dillard,DAY,31,33,15.3,4.5,11.1,0.405,1.8,4.5,0.396,4.5,5.1,0.892,0.4,1.5,1.9,4.5,1.1,0.1,3.2,2.1,2013
"Kevin Easley, Jr.",UTC,29,28.1,14.2,5.3,12,0.444,1.7,4.3,0.397,1.9,2.9,0.651,1.7,4.9,6.7,1.2,0.7,0.3,2,1.9,2019
Kevin Foster,SCU,38,32.4,19.3,6.3,15.8,0.4,3.2,8.8,0.358,3.4,4.4,0.783,0.4,2.3,2.7,4.3,2.4,0.1,3.4,2.4,2013
Kevin Giltner,WC,33,37.9,14.8,5,12.6,0.397,2.6,7.3,0.357,2.2,2.7,0.789,0.6,3.6,4.2,1.8,0.9,0.2,2,2.2,2012
Kevin Hardy,MSU,31,37.2,13.5,5.5,11.5,0.48,0.3,0.8,0.346,2.2,4,0.552,2.5,4.2,6.7,4,2.7,1,1.7,2.5,2015
Kevin Hervey,UTA,33,32.2,20.5,7.4,16.5,0.446,2.3,6.9,0.339,3.4,4.2,0.807,2.3,6.2,8.5,2.2,1.2,0.6,2.7,1.8,2018
Kevin Huerter,UMD,32,34.4,14.8,5.1,10.1,0.503,2.3,5.5,0.417,2.3,3.1,0.758,1,4.1,5,3.4,0.6,0.7,2.5,2.4,2018
Kevin Jones,WVU,33,38.4,19.9,7.9,15.5,0.509,1,3.9,0.266,3.1,4,0.78,4.3,6.6,10.9,1.2,0.7,1,1.3,1.2,2012
Kevin Knox,UK,37,32.4,15.6,5.3,11.9,0.445,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,2018
Kevin Larkin,DESU,26,33.5,16,6.2,15.7,0.394,1.7,5.6,0.295,2,2.7,0.754,2.5,6.3,8.8,1.7,1.5,0.2,1.8,1.6,2019
Kevin Little,UM,23,27.6,14.4,5.1,13.6,0.375,2.7,7.7,0.345,1.6,2,0.804,0.3,1.9,2.2,2.6,1.2,0,2.1,2.3,2016
Kevin McClain,BEL,33,33.4,16.8,5.6,12.1,0.464,2.1,5.8,0.366,3.4,4.9,0.702,0.5,3.2,3.6,3.9,1.2,0.2,2.2,1.8,2019
Kevin Murphy,TTU,33,34.5,20.6,7.2,16.3,0.444,2.4,5.8,0.416,3.8,5.2,0.721,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,2012
Kevin Obanor,ORU,28,31.9,18.7,6.4,12.6,0.503,2,4.3,0.463,4,4.6,0.875,2.2,7.5,9.6,1.1,0.5,0.7,2.2,2.8,2021
Kevin Olekaibe,CSUF,33,36.5,17.8,5.7,15.4,0.372,2.8,8.2,0.338,3.6,4.5,0.797,0.6,2.5,3.2,1.2,1.3,0.1,1.5,1.8,2012
Kevin Pangos,GU,36,34.9,14.4,4.4,10.3,0.43,2.3,5.7,0.412,3.3,3.7,0.873,0.2,3.1,3.3,3.6,1,0,1.7,1.9,2014
Kevin Punter,UT,26,34.1,22.2,6.8,14.8,0.46,2.2,6,0.369,6.3,7.8,0.817,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8,2016
