Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
Isiah Umipig,CSUF,30,33.6,13.5,4.5,10.4,0.435,2.7,6.8,0.394,1.7,2,0.867,0.5,2.2,2.7,2.3,0.8,0,1.9,2.1,2012
Casey Cantey,AAMU,28,25.5,13.5,4.5,10.8,0.416,1,3.6,0.277,3.5,4.8,0.719,0.8,2.6,3.4,1.6,1.4,0.6,3.4,2.4,2012
Hank Thorns,TCU,33,33.9,13.5,4.2,11.2,0.378,2.2,5.7,0.392,2.7,3.6,0.75,0.5,2.3,2.8,4.6,1.3,0,3.2,2.5,2012
Bradford Burgess,VCU,36,32.3,13.4,3.9,10.8,0.365,2.3,6.1,0.367,3.3,4.2,0.793,1.2,3.8,5,1.6,1.1,0.3,1.3,2.3,2012
Mike Black,ALB,34,33,13.4,4.6,10.3,0.446,1.5,4.2,0.357,2.8,3.7,0.752,0.6,2.2,2.8,4.3,1.1,0,2.6,2.3,2012
Jonathon Williams,WC,30,24.5,13.4,4.9,9.2,0.534,0.7,2.3,0.314,2.8,3.8,0.746,1.7,3.3,5,0.9,0.6,0.3,2,3.3,2012
T.T. Carey,LONG,31,31.6,13.4,5.2,11.8,0.439,1.8,5,0.353,1.3,1.9,0.661,1.2,3.8,5.1,3.4,1,0.7,2.3,2.7,2012
Spencer Dixon,KENN,31,37,13.4,4.6,13.2,0.348,2.4,6.9,0.344,1.9,2.6,0.725,0.9,1.9,2.8,3.8,1.5,0.1,3,2.1,2012
Royce White,ISU,34,31.5,13.4,5.1,9.6,0.534,0.1,0.4,0.333,3,6,0.498,2.5,6.8,9.3,5,1.2,0.9,3.8,2.6,2012
Joe Ragland,WSU,32,27.5,13.4,4.7,8.3,0.568,1.8,3.7,0.504,2.2,2.7,0.814,0.5,2.5,2.9,3.3,0.9,0.1,1.9,2,2012
Kris Joseph,SU,37,32.3,13.4,4.4,10.5,0.421,1.4,4,0.345,3.2,4.2,0.745,1.5,3.2,4.7,1.5,1.4,0.6,1.5,1.7,2012
Jeff Jones,RU,30,28.2,13.4,4.1,8.9,0.459,2,5.1,0.396,3.2,4.2,0.754,0.3,2.3,2.6,1,0.9,0.3,1.1,1.6,2012
Evan Hymes,SC,31,36.9,13.4,4.3,11.2,0.382,2,5.5,0.361,2.9,3.7,0.783,0.3,1.4,1.6,3.7,1.2,0.1,3.4,2.3,2012
Dylon Cormier,L-MD,32,31,13.4,4.5,9.7,0.461,1.1,3.2,0.333,3.4,5,0.675,1.6,1.7,3.3,1.8,1.6,0.2,1.7,2,2012
Brandon Provost,UTRGV,30,32.7,13.4,3.9,8.7,0.448,2.4,5.1,0.474,3.1,3.8,0.817,0.3,3.2,3.5,2.1,0.9,0.4,2,1.5,2012
Kevin Dillard,DAY,33,32.7,13.3,4.3,10.5,0.412,1.2,3.6,0.325,3.5,4.2,0.827,0.3,2.4,2.7,6,1.4,0.4,2.8,2.7,2012
Frankie Dobbs,BU,30,38,13.3,3.6,10.4,0.349,2.3,7,0.332,3.7,4.6,0.818,0.6,2.9,3.5,4.6,0.9,0.1,2.7,2.2,2012
Mamadou Seck,SIU,31,31.4,13.3,5.1,10.6,0.482,0,0.1,0,3.1,3.9,0.802,2.7,5.2,7.9,2.6,1,0.5,2,3.2,2012
Ceola Clark,WIU,32,37.4,13.3,4.3,9.5,0.449,2.7,5.8,0.462,2.1,2.8,0.733,0.8,2.9,3.6,4.7,1.6,0.1,1.7,1.6,2012
Shamir Davis,NSU,32,28.9,13.3,4.3,9.5,0.455,0.7,2.1,0.313,4,5.6,0.725,0.6,1.8,2.4,3.1,1.3,0.1,2.7,1.7,2012
Darrell Lampley,EMU,32,31.6,13.3,4.2,11.7,0.361,1.4,4.8,0.303,3.4,4.1,0.846,0.5,1.6,2.1,3.3,1.2,0.1,2.9,2.2,2012
Omar Strong,TSU,33,30.7,13.3,4.1,10.5,0.389,3.1,7.9,0.389,2,2.4,0.859,0.5,1.9,2.4,1.6,1,0.1,2.1,2.2,2012
Matt Staff,TSU,30,25.3,13.3,5.3,10,0.525,0.8,1.9,0.429,2,2.5,0.787,2.2,5.7,7.9,1.6,0.5,1.5,2,2.8,2012
Alandise Harris,U of H,30,29.8,13.3,4.8,9.3,0.518,0.4,0.8,0.44,3.3,5,0.662,2.2,4.2,6.4,1.2,0.7,1.3,2,2.8,2012
Andre Young,CLEM,31,34.5,13.3,4.4,10.6,0.416,2.1,6.1,0.347,2.3,2.8,0.828,0.5,2.2,2.7,3.1,1.7,0,1.3,1.3,2012
Le'Bryan Nash,OSU,28,30.1,13.3,4.6,11.6,0.394,0.6,2.4,0.235,3.6,4.9,0.73,1.4,3.6,5,1.5,0.6,0.4,2.6,2.9,2012
Casey Walker,DESU,29,37.4,13.3,4.7,11.4,0.409,2.6,7.1,0.369,1.3,1.9,0.722,1.1,2.8,3.8,0.8,0.9,0.5,1.1,2.6,2012
Kyle Downey,SC,31,37.9,13.3,5,12.1,0.412,0.9,3.1,0.278,2.4,2.8,0.841,1.2,3.7,4.9,3.1,1.3,0.2,3,2.7,2012
Garrett Stutz,WSU,32,24.6,13.3,5,9.3,0.542,0.3,1,0.303,2.9,3.5,0.821,1.9,6.1,8,1.1,0.4,1,2.1,2.6,2012
Chase Simon,UDM,36,33.6,13.3,4.3,11.6,0.37,1.4,4.4,0.31,3.3,4.3,0.766,1.6,2.8,4.4,2.4,1.1,0.2,2.7,2.7,2012
Tyreek Duren,LU,34,35,13.2,4.6,9.6,0.474,1.1,2.9,0.392,3,3.7,0.81,0.5,2.9,3.4,4,1.7,0.2,2.4,1.7,2012
Brian Williams,JSU,33,35.4,13.2,5,12.4,0.404,1.7,5.1,0.341,1.5,2.3,0.636,0.4,2.5,2.8,3.1,1.3,0.2,1.8,1.8,2012
Seth Curry,DUKE,34,30.2,13.2,4.1,9.9,0.42,1.9,4.9,0.383,3,3.5,0.873,0.8,1.9,2.6,2.4,1.3,0.2,2,2.1,2012
Wil Carter,SJSU,31,31.6,13.2,5,9.8,0.512,0,0.1,0.333,3.2,4.2,0.748,3.1,5.6,8.6,0.9,0.4,0.1,1.6,3.3,2012
Kentavious Caldwell-Pope,UGA,32,32.2,13.2,4.8,12,0.396,2,6.7,0.304,1.7,2.5,0.654,1.4,3.8,5.2,1.2,1.8,0.3,1.1,2.2,2012
Bryan Dougher,SB,32,29.9,13.2,4.3,11.9,0.361,2.8,7.7,0.362,1.8,2.3,0.787,0.7,1.9,2.5,1.6,0.9,0.1,1.3,1.8,2012
Gerard Coleman,PROV,30,34.1,13.2,4.7,11,0.424,0.2,0.7,0.238,3.7,5.5,0.667,1.8,3.2,5,2.1,1.1,0.2,2.2,1.8,2012
D'Andre Williams,UALR,31,34.3,13.2,4.5,11.2,0.405,1.1,3.1,0.358,3,3.9,0.754,0.6,3.4,3.9,3.9,1.7,0.1,2.7,2.7,2012
Derick Beltran,SUBR,31,31.2,13.2,4.2,10.7,0.395,1.3,4.1,0.307,3.5,4.3,0.799,0.7,2.8,3.5,1.6,0.9,0.4,2.2,2.4,2012
Devon Collier,OSU,36,26.8,13.1,4.9,7.9,0.615,0,0,0,3.4,5.3,0.63,2.5,2.7,5.2,1.8,1,1.3,1.4,2.1,2012
Keith Shamburger,SJSU,30,35.2,13.1,3.8,11.2,0.338,1.7,5.6,0.304,3.8,5,0.772,0.6,2.3,2.9,5.2,1.3,0,2.1,2.5,2012
Troy Huff,UND,32,28.3,13.1,4.7,11.8,0.395,0.7,3.7,0.195,3.1,4.9,0.627,1.7,4.3,5.9,2,1.6,0.5,2.4,1.8,2012
Elias Harris,GU,33,29.1,13.1,4.9,9.8,0.502,0.9,2.1,0.414,2.4,3.5,0.672,2.2,6.4,8.5,1.2,0.9,0.8,1.8,1.9,2012
Paul Crosby,MVSU,34,32.8,13.1,4.5,11.4,0.393,1.1,3.6,0.293,3.1,4.2,0.722,2.6,4.7,7.4,1.6,1.6,0.8,2.5,3.1,2012
Dorian Green,CSU,32,33.6,13.1,4.1,8.6,0.482,1.6,3.8,0.426,3.2,3.9,0.831,0.4,3.1,3.5,2.4,0.8,0.1,1.8,2.3,2012
Tony Taylor,GW,31,34.4,13.1,4.4,11,0.399,1,3,0.333,3.3,4.2,0.779,0.8,1.8,2.5,4.3,1.4,0.1,2.8,2.5,2012
Chris Flores,NJIT,32,29,13.1,4.8,11.4,0.418,1.9,5.3,0.363,1.6,2.3,0.703,0.7,3,3.7,3.3,1.3,0.3,2.1,2,2012
Obi Emegano,WIU,33,33.3,13.1,4.7,9.7,0.486,0.1,0.3,0.4,3.5,4.7,0.76,0.7,3.2,3.9,1,1,0,2,2.2,2012
Trent Lockett,ASU,25,34.9,13,4.3,8.6,0.498,0.8,2,0.412,3.6,5.1,0.711,1.3,4.5,5.8,2.2,1.5,0.5,3.2,2.6,2012
Jorge Gutierrez,Cal,33,32.2,13,4.8,10.7,0.444,0.8,2.3,0.329,2.7,3.7,0.744,1,4.3,5.3,4.1,1.2,0.1,2.4,2.4,2012
Dion Dixon,UC,37,34.2,13,4.3,11.6,0.371,1.3,4.9,0.261,3.1,4.5,0.699,1.8,1.6,3.4,2.1,1.6,0.5,1.8,1.2,2012
Melvin Johnson III,UTSA,30,23.8,13,4.6,9.9,0.461,2.3,5.3,0.434,1.6,1.9,0.839,0.7,2.7,3.4,1.2,1,0.1,2,1.6,2012
Maurice Jones,USC,32,38.2,13,4.5,13.3,0.336,1.6,5.4,0.302,2.4,3.7,0.661,0.4,2.3,2.7,3.5,1.8,0,2.3,1.6,2012
Kendall Anthony,RICH,32,25.4,13,4.1,9.8,0.419,2.1,5.1,0.417,2.6,3.3,0.8,0.5,0.9,1.3,1.7,0.7,0,1.6,1.9,2012
Shabazz Napier,UConn,34,35,13,4,10.3,0.389,1.7,4.9,0.355,3.2,4.4,0.743,0.7,2.9,3.5,5.8,1.6,0.3,2.8,2.6,2012
Rashad Hassan,SST,33,22.8,13,5.3,9.3,0.57,0.2,0.5,0.438,2.2,4,0.538,1.6,3.7,5.3,0.8,0.2,0.6,2.1,2.7,2012
Andrew Lawrence,C of C,31,35.4,13,3.9,9.7,0.402,1.9,5.6,0.343,3.2,4.3,0.746,0.4,2.5,2.9,5.5,1.9,0.5,2.7,2.3,2012
Leonard Washington,UW,33,26,12.9,4.7,8.4,0.556,0.5,1.7,0.304,3,4.2,0.714,1.5,5.4,6.9,0.6,1.2,1.1,2.2,2.5,2012
Joel Smith,NU,31,34.2,12.9,4.3,10.7,0.404,2.3,6.4,0.365,2,2.2,0.884,1.1,3.5,4.5,2.5,0.8,0.2,2.5,2,2012
Durand Scott,UM,30,33.2,12.9,4.5,10,0.453,0.6,2,0.311,3.2,4.1,0.795,1.7,3.7,5.4,3.1,1,0.2,1.8,2.2,2012
Solomon Hill,U of A,35,32.4,12.9,4.3,8.6,0.5,1.1,2.7,0.389,3.2,4.5,0.724,2.2,5.6,7.7,2.6,1,0.5,2.5,2.6,2012
Kyle Barone,U of I,33,32.8,12.9,4.8,8.8,0.548,0,0.1,0,3.3,5.1,0.639,2.1,5.9,8,1.5,0.5,1.5,2.6,2.7,2012
Justin Hamilton,LSU,33,30,12.9,4.8,9.7,0.494,0.1,0.4,0.25,3.2,4.2,0.781,3.3,3.9,7.2,0.9,0.8,1.3,1.7,2.5,2012
Deremy Geiger,U of I,33,31.7,12.9,4,8.6,0.463,2.6,6,0.439,2.3,3,0.77,0.2,2,2.2,2.3,0.8,0,1.3,1.5,2012
Devonta White,GSU,34,34.3,12.9,4.4,11.1,0.392,1.6,4.6,0.344,2.6,3.1,0.83,0.6,1.7,2.2,2.9,1.8,0.1,2,2.1,2012
Terrence Joyner,MVSU,34,31.6,12.9,4.3,10.7,0.405,2,5.5,0.367,2.2,3.6,0.61,1.3,2.1,3.4,2.6,1.3,0.1,2.2,2.6,2012
Romero Osby,OU,31,30.2,12.9,4.7,9.7,0.49,0.2,0.6,0.389,3.2,4.4,0.715,2.6,4.7,7.3,0.9,0.6,1,1.8,2.5,2012
John Karhoff,UNO,29,26.3,12.9,5,9.5,0.529,0,0.2,0.167,2.8,3.7,0.741,1.4,3.1,4.5,1.9,0.6,0.5,1.7,3,2012
Ali Fraser,UM,27,31.5,12.9,5.7,10.4,0.543,0,0.1,0,1.5,2.4,0.631,3,4.8,7.8,0.9,0.4,1.4,2.4,3.1,2012
Jared Maree,UTRGV,32,29.2,12.8,4.5,9.8,0.46,1.1,3.2,0.343,2.7,3.6,0.754,1,3,4.1,1.8,0.6,0.3,1.9,2.2,2012
Lawrence Alexander,NDSU,31,34.5,12.8,4.5,9.8,0.455,0.9,2.7,0.318,3.1,4.6,0.664,0.5,3.4,4,4.6,1.2,0.3,3.1,2,2012
Keaton Cole,WCU,35,30.1,12.8,4.1,9.6,0.427,3.3,7.8,0.423,1.3,1.9,0.701,0.5,1.1,1.6,1.5,1.3,0,1.5,1.7,2012
Hollis Thompson,GU,33,31,12.8,4.7,10.1,0.464,1.8,4.1,0.43,1.7,2.5,0.679,1.3,4.2,5.5,1.5,0.7,0.5,1.7,2.2,2012
Erick Green,VT,32,36.6,25,8.2,17.2,0.475,1.9,4.9,0.389,6.8,8.3,0.816,0.5,3.5,4,3.8,1.3,0.2,2.2,1.4,2013
Doug McDermott,CU,36,31.6,23.2,7.9,14.4,0.548,2.1,4.4,0.49,5.3,6,0.875,1.6,6.1,7.7,1.6,0.2,0.1,2.6,1.6,2013
Lamont Jones,IC,34,36.6,22.6,7.2,16.5,0.439,1.6,5.2,0.315,6.5,7.3,0.888,0.7,2.3,3,3.4,1.2,0.1,3.4,2.1,2013
Nate Wolters,SDSU,33,38.1,22.3,7.3,15.1,0.485,1.9,5.1,0.379,5.7,7,0.813,1.1,4.5,5.6,5.8,1.7,0.1,2.3,1.5,2013
Travis Bader,OU,33,38.2,22.1,6.2,15.8,0.394,4.2,10.9,0.386,5.4,6.1,0.886,0.4,2.5,2.9,1,0.9,0.1,1.4,2.8,2013
Isaiah Canaan,MSU,31,36.5,21.8,6.9,16.1,0.431,3,8.2,0.37,4.9,6,0.822,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,2013
Tyler Haws,BYU,36,34.3,21.7,7.7,15.9,0.483,1.2,3.1,0.381,5.1,5.9,0.877,1.4,3.2,4.6,2,1.3,0.1,2,1.5,2013
Kyle Vinales,CCSU,30,38.2,21.6,7.6,18.6,0.411,2.7,7.3,0.365,3.7,4.6,0.804,0.3,1.8,2,3.8,1.4,0.1,3.3,2,2013
Shane Gibson,SHU,29,32.8,21.6,7.3,16.4,0.446,3,7.2,0.416,4,4.6,0.871,0.8,3.4,4.2,1.4,1.1,0.3,3.3,2.6,2013
Stan Okoye,VMI,31,32.6,21.5,7.6,16.9,0.451,1.9,5.2,0.366,4.4,6.5,0.668,2.5,6.8,9.4,2.6,1.5,0.4,3.2,2.2,2013
Greg Gantt,FAU,32,36.8,21.2,7.3,17.2,0.427,2.6,6.8,0.387,3.8,4.8,0.794,0.7,3.5,4.2,1.4,0.8,0.1,2.4,1.5,2013
Khalif Wyatt,TEM,34,33.4,20.5,6.1,14.7,0.417,2.2,7,0.316,6,7.2,0.836,0.4,2.5,2.9,4,1.7,0.2,3.1,2.2,2013
Corey Hawkins,UCD,28,34,20.3,6.5,13.8,0.474,1.7,4.3,0.4,5.5,6.6,0.842,0.9,4.8,5.6,3.3,1.5,0.3,2.6,2.2,2013
Anthony Ireland,LMU,34,37.5,20.2,6.7,16.2,0.413,1.9,5.1,0.376,4.9,6,0.823,1.2,3.1,4.4,3.6,1.7,0,3.3,2.1,2013
Colt Ryan,UE,34,33,20.1,6.4,15.2,0.424,1.9,4.7,0.394,5.4,6.1,0.893,0.7,2.8,3.6,4,1.5,0.1,2.2,2.2,2013
Marshall Henderson,UM,36,31.5,20.1,5.8,15.3,0.381,3.8,10.9,0.35,4.6,5.2,0.883,0.5,2.6,3.1,1.8,1.3,0.1,2.1,1.6,2013
Fred Hunter,NSU,27,31.9,19.9,6.9,12.1,0.567,0.6,2.1,0.276,5.5,8.3,0.662,3.3,4.9,8.1,2.1,1.8,0.3,2.4,2.7,2013
Devon Saddler,UD,33,38.1,19.9,6.5,15.3,0.428,1.7,5,0.337,5.1,6.2,0.82,0.8,3.7,4.5,2.8,1,0.2,3.2,2.1,2013
Deshaun Thomas,OSU,37,35.4,19.8,7,15.8,0.445,1.9,5.6,0.344,3.8,4.6,0.834,1.7,4.2,5.9,1.3,0.5,0.3,1.4,1.5,2013
Pierre Jackson,BU,36,34.8,19.8,6,14.1,0.427,2.4,6.8,0.359,5.3,6.7,0.8,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,2013
Frank Gaines,IPFW,32,34,19.8,6.2,14.3,0.433,1.7,5,0.344,5.7,7.7,0.739,1.1,3,4,1.2,1.4,0.5,2.5,2.6,2013
