Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Peyton Aldridge,DAV,0.605,0.559,170.7,6.4,14,10.2,12.5,10,0.9,2.9,20.4,0.2,1.4,123.8,109.5,14.3,406.8,19.8,2016
Luke Meyer,CMU,0.616,0.596,158.4,8.8,15.1,12,2.3,6.8,1.4,5.2,17.2,-1.6,1.4,128.2,105.5,22.7,230.6,19.8,2016
Sebastian Saiz,UM,0.531,0.496,134.3,11.3,21.7,16.4,4.9,10.6,1.8,4.3,20.8,-3,1.3,113.4,97.6,15.8,272.5,19.7,2016
Mike Hughes,GSU,0.573,0.535,154.6,2.9,14.1,8.3,11.1,13.7,3.9,1.3,23.8,-3.2,1.4,111.7,99.2,12.5,286,19.7,2016
Wade Baldwin IV,VU,0.571,0.492,163.2,1.5,11.7,7,33.7,18.2,2.3,1,25.3,2.4,1.5,112.8,96.7,16.1,348,19.7,2016
Zach Thomas,BU,0.571,0.539,153.3,6.3,24.5,15.6,14.3,15.2,1.9,2.3,25.1,-3.1,1.4,109.4,97.9,11.5,228,19.7,2016
Dominik Olejniczak,DU,0.721,0.722,140.4,9.3,20.9,15.3,4.9,20.9,0.7,4.5,18.8,-6.3,1.7,118.1,104.1,13.9,165.8,19.7,2016
Brian Pegg,STET,0.569,0.576,108.1,12.6,24.2,18.4,7.6,17.3,1.7,3.3,22.5,-5.3,1.3,106.7,104.8,1.8,391.6,19.7,2016
Landry Nnoko,CLEM,0.572,0.552,118.8,11.5,18.6,15.1,8.2,17.9,0.5,11.3,20.9,-4.8,1.4,108.5,96.5,12,243.6,19.7,2016
Devin Watson,USF,0.541,0.489,150,0.9,6.8,3.8,29.3,13.7,1.5,0,29.9,0.8,1.3,112.4,113.7,-1.3,297.6,19.7,2016
Jaylen Franklin,ACU,0.551,0.525,141,3.2,13.1,8,22.1,16.2,3.4,0.5,30.5,-3.4,1.4,103.2,101.9,1.2,254.5,19.7,2016
Michael Humphrey,SU,0.529,0.51,145.7,8.9,21.9,15.3,7.8,13.3,2.5,6.2,23.9,-4.2,1.2,104.3,97.3,7,244.8,19.7,2016
Dion Wright,STBN,0.536,0.495,157.8,8.9,18.4,13.7,6.9,8.5,1.5,2.2,22.9,-1.7,1.2,115.6,103,12.6,390.3,19.7,2016
Roosevelt Jones,BU,0.516,0.469,214.3,7,16,11.5,25.6,14.9,2.6,1.3,23.2,2.3,1.3,111.9,100.3,11.6,400.8,19.6,2016
Isaiah Whitehead,SHU,0.511,0.458,150.4,1.8,9.7,5.9,33,16.4,2.1,4.5,31.6,-0.3,1.2,104.5,96.5,7.9,360.5,19.6,2016
Grant Mullins,COM,0.635,0.583,173.9,1.8,12.5,7.2,21,11.4,1.5,0.6,19.7,2.9,1.5,130.4,104.1,26.3,352.5,19.6,2016
Phil Valenti,CAN,0.567,0.529,162.3,6.2,17.1,11.2,13.7,10.7,1.7,1.7,22.7,-0.7,1.3,117,110,7,342,19.6,2016
"Lamond Murray, Jr.",PU,0.534,0.503,161.5,5.4,13.5,9.5,6.2,7.5,1.7,1.7,26.6,-2.1,1.2,110.3,103.4,6.9,297.8,19.6,2016
Aaron Ross,TTU,0.615,0.54,171.1,5.4,19,12.5,8.4,11.6,0.7,1.5,22.6,-2.5,1.5,122.7,103.8,18.9,213.6,19.5,2016
Kentrell Barkley,ECU,0.567,0.521,149.6,7.1,18.7,13,22.5,14.8,2.6,1.4,19.3,1.7,1.5,116.4,102.2,14.2,331.9,19.5,2016
Wayne Martin,TSU,0.517,0.489,118.7,14.3,26,20.2,2.6,17,1.7,5.7,25.2,-7.9,1.2,100.9,92.2,8.7,274.5,19.5,2016
Frederick Edmond,WKU,0.584,0.586,149.7,4.8,17.9,11.7,19,17.3,2,1.6,21.8,-1.3,1.4,111.4,105.5,5.8,337.4,19.5,2016
Jared Brownridge,SCU,0.55,0.49,161.5,1.1,9.1,5.1,16.7,9.1,1.2,0.6,30.7,-0.9,1.3,110.8,111,-0.2,284.9,19.5,2016
Derrick Henry,CIT,0.564,0.486,151.2,3.7,12.7,7.7,9.4,10,2.2,0,25.9,-2.3,1.5,115,114.3,0.6,272.5,19.5,2016
Aaron Valdes,UH,0.569,0.54,147.7,5.5,14.3,10,15.6,10.5,2.1,2.1,21.9,0.4,1.4,117.4,92.9,24.5,326.9,19.5,2016
Jordan Howard,UCA,0.593,0.541,173,2,8.6,5.2,16.8,11.4,1,0.2,25.7,-0.9,1.4,119.3,117.7,1.5,300.9,19.4,2016
Kris Acox,FU,0.599,0.614,110.8,12.6,17.5,15.1,5.1,15.8,1.9,2.9,20,-4.8,1.4,113.6,98.8,14.7,264.9,19.4,2016
Nicholas West,AAMU,0.552,0.493,146.6,9.3,21.1,15,11.4,16.2,1.2,3.4,25.7,-5.1,1.4,107.5,102.9,4.6,283.8,19.4,2016
Arnaud Moto,TU,0.535,0.467,146,8.8,25.1,16.6,12.6,18,1.6,0.5,27.6,-6.5,1.4,105.3,98.1,7.2,302,19.4,2016
John Egbunu,UF,0.584,0.591,112.3,10.9,15.7,13.2,3,15,1,5.7,22.1,-5.9,1.5,110.4,96.5,13.9,285.1,19.4,2016
Damion Lee,U of L,0.571,0.514,161.2,2.2,11.1,6.6,10.7,10.7,2.8,0.1,23.3,-1.1,1.3,121.2,94.6,26.7,279,19.4,2016
Daniel Hamilton,UConn,0.492,0.444,157.8,3.5,26.8,16,29,15.6,2,1.5,24.9,2.6,1.1,104,88.7,15.4,459.3,19.4,2016
Micah Mason,DUQ,0.628,0.603,172.7,0.7,8,4.5,23.9,12.5,1.4,0.2,22.5,2.4,1.4,123.3,110.2,13.1,401.1,19.4,2016
"Edward Polite, Jr.",RU,0.544,0.541,106.8,14,18.8,16.4,6,17.6,2,7,19.1,-4.8,1.4,107.8,99.7,8.1,290.8,19.4,2016
Kory Brown,NDSU,0.561,0.521,154.6,6.2,19.6,13.1,17.4,17.8,2.8,3.5,20.8,-1.3,1.3,109.4,91.8,17.6,266.6,19.4,2016
Max Landis,IPFW,0.633,0.597,172.1,0.5,6,3.2,19.6,12.5,1.4,0.1,23.4,0.7,1.5,123.7,111.7,12,369.1,19.4,2016
Wes Washpun,UNI,0.549,0.501,147.9,1,13.2,7.4,34.7,16.7,2.1,2.4,26,2.9,1.3,108.5,98.4,10.1,388,19.4,2016
Nick Mayo,EKU,0.661,0.632,196.4,6.4,12.9,9.8,7.3,15.6,1.2,4,21.3,-4.1,1.5,118.9,108.8,10.1,309,19.4,2016
Brandon Peel,CCSU,0.496,0.442,121.9,10.8,23.4,16.9,15.9,14,1.3,4.4,23.1,-2,1.2,103.7,107.3,-3.5,327.4,19.3,2016
Josh Fox,UCD,0.542,0.513,117.4,7.4,17.3,12.4,17.4,15.9,2.1,1.5,27.2,-3.9,1.3,102.8,95,7.8,275.3,19.3,2016
Melvin Johnson,VCU,0.544,0.521,161.2,2.1,7.6,4.7,13.8,8.6,2.3,0.2,26.9,-0.2,1.2,114,100.3,13.7,320.3,19.3,2016
Jalen Jones,TAMU,0.511,0.466,145,7.6,21,14.2,5.2,9.7,1.4,1.2,30,-4.4,1.2,106.4,96,10.4,275.9,19.3,2016
Monte Morris,ISU,0.561,0.536,157.5,2.4,8.9,5.9,28.9,11.7,2.6,0.7,18.4,7.6,1.3,123.9,105,18.9,496,19.3,2016
Kevin Larsen,GW,0.569,0.524,169.2,9.8,17.7,13.8,15.2,14.6,1.7,2.2,18.8,-0.3,1.4,119.3,99.8,19.5,468.4,19.3,2016
Landen Lucas,KU,0.658,0.643,130.6,15.4,25.8,21,5.4,19.5,1.4,4.2,14.7,-3.6,1.8,125.8,91.5,34.3,270.1,19.3,2016
Chris Wray,MSMU,0.532,0.559,89.3,14,12.8,13.5,7.2,14.1,3.5,6.5,18.2,-3,1.2,107.2,93.9,13.3,184.1,19.2,2016
Eric Washington,MU,0.577,0.507,161.2,1.8,11.6,6.5,33.1,18.5,2.9,0,23.6,1.1,1.5,110.6,102.6,7.9,305.6,19.2,2016
Bryn Forbes,MSU,0.667,0.644,180.2,1.5,6.5,4.2,9.7,7.3,0.9,0.1,21.1,0.5,1.5,134.6,101.8,32.7,288.9,19.2,2016
Marshall Plumlee,DUKE,0.662,0.688,126.3,12.2,18.7,15.5,5.9,14.7,1.5,4.9,12.1,-1.3,1.9,135.2,101.8,33.4,424.9,19.2,2016
Jamel Waters,ASU,0.544,0.508,155.5,3.1,11.3,6.9,26.9,15,3,0.2,24.6,0.9,1.3,110.3,104.5,5.8,340,19.2,2016
Jett Raines,PU,0.579,0.533,145.9,8.5,11.5,10,4.8,9.2,1.2,2,22.4,-2.6,1.4,118.7,105.1,13.6,253.5,19.2,2016
D.J. Mason,CAM,0.518,0.518,127.8,9.7,20,14.8,18.2,12.5,1.9,1.7,24.6,-0.7,1.2,106.6,102.3,4.2,253.6,19.2,2016
Christian Terrell,FGC,0.543,0.511,152.1,4.2,14,9.4,14.7,10.1,2.4,1.3,22,0.8,1.2,115.6,98.4,17.2,335.6,19.2,2016
Marvin King-Davis,UD,0.506,0.445,118.6,10.3,19.9,15.1,8.5,9.4,0.5,2.3,25.6,-2.6,1.2,108.5,110.9,-2.4,297.8,19.2,2016
Elgin Cook,UO,0.559,0.498,157.8,5.8,12.7,9.3,13.8,13.7,2.6,1.1,23.7,-1.8,1.4,114.8,99.5,15.3,364.1,19.2,2016
Mark Donnal,UM,0.624,0.602,159,11.1,12.6,11.8,3.6,10.2,1.1,4.3,19.4,-2.6,1.5,124.9,102.7,22.1,196.8,19.1,2016
Jameel McKay,ISU,0.597,0.605,114,12.8,19.2,16.2,4.6,13.7,0.9,5.4,17.5,-2.8,1.5,119.3,100.9,18.4,383.5,19.1,2016
Jordan Fouse,UWGB,0.511,0.466,145.2,6.3,21.3,13.5,17.8,14.9,3.5,4.2,20.5,0.1,1.2,107.2,96.5,10.7,473.3,19.1,2016
Anthony Livingston,ASU,0.525,0.459,155.2,8.8,21.1,15.2,3.6,10.6,1.1,2.6,25.6,-4.4,1.2,107.3,99.5,7.8,331.8,19.1,2016
Tre McLean,UTC,0.576,0.533,162.8,6.6,17.5,12.1,16.2,16.9,3,2.6,20.7,-1.6,1.3,113,95.8,17.2,379,19.1,2016
Jordan Bell,UO,0.572,0.576,109.4,8.6,21.3,15,10.9,21.4,3.1,8.9,18.2,-3.9,1.3,105.4,93.3,12.1,240,19.1,2016
Nic Moore,SMU,0.563,0.525,163.3,1.1,6.6,4.1,27.2,13.8,2.4,0.4,24.3,3.7,1.3,121.6,99.2,22.3,304.4,19.1,2016
Bo Calhoun,BSU,0.546,0.518,159.2,10.7,25.7,18.5,9.7,15.3,2,2.3,23.1,-4,1.2,106.2,93.7,12.5,343.8,19.1,2016
Melo Trimble,UMD,0.563,0.485,159.3,1.2,10.8,6.5,28.6,16.7,2.2,0.4,25.3,1.9,1.4,114.1,101.1,13,370,19.1,2016
John Collins,WF,0.658,0.622,136.8,16.5,25.7,21.2,4.5,11.3,1.3,6.6,29.9,-5.5,1.7,129.6,103.8,25.8,521.5,33.4,2017
Jock Landale,SMC,0.64,0.616,155.4,14.9,27.4,21.6,14.4,13.8,0.7,4.5,30.8,-4,1.5,124.4,89.4,34.9,496.3,31.2,2017
Mike Daum,SDSU,0.655,0.588,180.1,8.1,20.4,14.6,11.2,12.8,1,1.6,34.4,-5.8,1.6,125.1,109.1,16,545.1,30.7,2017
Jordan Washington,IC,0.589,0.553,148.9,12.4,25.2,19,7.5,12.7,2.3,1.9,39.4,-8.1,1.5,111.8,98.6,13.2,372.5,30.5,2017
Michael Buchanan,USCU,0.612,0.627,115.6,16.8,26.6,21.8,11.6,14.4,1.3,2.7,31.9,-6.1,1.6,116.5,101.4,15.1,411.4,30.4,2017
Nick Ward,MSU,0.605,0.592,120.7,17.5,20.3,19,5.3,12.6,1,8,34.1,-7.2,1.6,114.7,95.5,19.1,348,29.7,2017
Jake Wiley,EWU,0.689,0.648,218.5,10.3,21,15.9,15.4,20.3,1.3,8.7,28.1,-6.6,1.7,121.6,102.6,18.9,588.3,29.7,2017
Ethan Happ,UW,0.576,0.586,108.6,13.3,25.5,19.3,23.3,15.3,4,4.7,26.9,-1.2,1.4,116.2,86,30.2,536.5,29.6,2017
Dexter Werner,NDSU,0.647,0.609,134.6,12.9,21.1,17.2,11.5,10,3.5,4.6,21.6,-0.7,1.7,133.7,95,38.7,379.4,29,2017
Zach Collins,GU,0.703,0.676,187.2,12,23.3,18.4,4.5,17.8,1.5,9.9,24.9,-7.3,1.9,125.2,79,46.2,357.8,29,2017
Chris Clemons,CAM,0.58,0.535,162.8,1.9,14.4,8.4,20.9,11.4,3.4,1.7,38.6,-3.3,1.3,112.5,100.8,11.7,490.9,28.7,2017
Devontae Cacok,UNCW,0.767,0.8,138.9,15.1,29,21.7,3,11.9,2.3,4.9,16.8,-3,1.9,146,97.3,48.7,504.4,28.6,2017
Sindarius Thornwell,USC,0.59,0.51,166.6,8.2,16.1,12,19.1,11.9,3.6,3.4,29.5,-1.8,1.5,122.9,88.2,34.7,492.1,28.6,2017
"Bonzie Colson, Jr.",ND,0.598,0.555,174.2,10.6,25.4,18.2,10.2,7.6,2,4.5,26.1,-0.6,1.4,126.2,96.1,30.1,593.8,28.5,2017
Eric Mika,BYU,0.595,0.528,129.1,11.7,20.7,16.5,12.8,12.6,1,6.6,31.6,-4.4,1.6,118.2,95.2,23,517.6,28.4,2017
Rashawn Thomas,TAMU-CC,0.586,0.538,162.4,8.1,22.8,15.5,18,16.2,2.6,7.5,33.6,-5.6,1.5,111.3,94.6,16.8,547.3,28.1,2017
Vladimir Brodziansky,TCU,0.622,0.579,170.6,10.8,17.1,14,5.6,8.7,0.8,9.4,25.8,-2.9,1.5,127.2,99.3,27.9,438.9,27.6,2017
Cameron Jackson,WC,0.603,0.589,156.4,13.2,20.4,16.7,17,15.6,3.6,4.9,30.6,-4.7,1.4,113.9,99.3,14.5,314.4,27.4,2017
Brandon Clarke,SJSU,0.595,0.593,149.8,10.5,22.2,16.1,17.5,10.8,2,8.3,25.1,-0.7,1.4,118.9,97.6,21.3,493.8,27.1,2017
Alec Peters,VAL,0.594,0.528,171.5,8.5,22.7,16,14.5,11.2,1.3,1.2,30.6,-2.7,1.4,121.2,94.8,26.4,475.5,27,2017
Jimmy Hall,KSU,0.567,0.523,144.7,13.2,22.5,17.7,17.6,14.8,1.5,4.4,28.3,-3.7,1.3,116.6,97.7,18.9,567,26.8,2017
Tyler Hall,MSU,0.634,0.595,174.2,1.8,17.2,9.4,19.2,10,1.9,1.3,28.8,-0.5,1.5,125.1,103.1,22,463,26.8,2017
Josh Hart,VILL,0.619,0.59,166.1,5.9,17.5,12.2,18.8,11.5,2.9,1,27.8,0,1.5,125.3,93.6,31.6,507.8,26.8,2017
Erik Thomas,UNO,0.642,0.594,160.7,11.3,17.2,14.3,16.5,15.5,2.6,1.2,26.8,-3.8,1.6,122.8,96.5,26.3,472.5,26.7,2017
Tim Kempton,LU,0.62,0.575,171.8,8,30.4,20,8.2,15.8,1.6,4.5,31.8,-7.4,1.5,112.2,93.6,18.6,476.4,26.5,2017
Kennedy Meeks,UNC,0.569,0.554,117.6,16.5,25.1,20.8,7.6,9.8,2.2,5.4,22.7,-2,1.3,124,91.5,32.5,520.9,26.4,2017
Hassan Martin,URI,0.612,0.595,150.2,9.3,19.9,14.7,6.3,11.4,1.6,10,24.2,-3.7,1.5,119.6,92.2,27.5,355.4,26.4,2017
Nick Dixon,UTRGV,0.611,0.557,161.2,5.6,14.5,9.8,28.4,15.9,3.6,0.2,30.2,-2.1,1.6,116.7,103.6,13.2,403,26.2,2017
Markelle Fultz,UW,0.558,0.535,153.8,3.9,13.6,8.7,34.3,13.4,2.4,3.1,31,2,1.3,117,108,9,407.8,26.1,2017
Justin Tuoyo,UTC,0.672,0.661,171.6,10.1,17.7,13.9,7.8,14.7,1.5,10.6,20.9,-3.7,1.7,127.3,97.4,29.9,403.3,25.9,2017
Isaiah Johnson,AKR,0.623,0.625,121.2,11.5,16.7,14.2,21.2,14.9,0.9,3.2,26.9,-1.5,1.7,123.1,104.3,18.8,473.1,25.9,2017
Evan Bradds,BEL,0.655,0.63,181.9,7.6,22.9,15.7,17.9,15.8,0.8,0.7,29.5,-4.1,1.6,119.7,98.4,21.3,410.5,25.9,2017
Jawun Evans,OSU,0.535,0.475,162.8,2.9,10.8,6.8,43.4,13.6,3.4,0.5,32.8,4.7,1.3,118.9,107.5,11.4,406.4,25.9,2017
Dedric Lawson,UM,0.542,0.493,147.2,9.1,22.8,15.9,20.5,11.8,2.1,6.9,28.5,-0.5,1.3,113,94.5,18.5,543.6,25.8,2017
Jalone Friday,ACU,0.642,0.6,180.3,9.1,21.4,15.4,4.1,12.8,1.2,7.3,30,-6.4,1.5,116.6,98.2,18.5,229.9,25.8,2017
"Reginald Johnson, Jr.",ASU,0.583,0.562,158.3,11,18.8,14.9,8.4,9.3,1,1.5,28.9,-3.4,1.3,117.4,97.6,19.8,347.3,25.8,2017
Miles Bowman,HP,0.638,0.573,190.5,10.8,25.8,18.3,6.4,11.2,1.1,3.1,24.5,-3.7,1.5,126.2,98.3,27.9,359.1,25.8,2017
Nana Foulland,BU,0.622,0.63,119.2,10.2,22.5,16.7,9.6,14.7,1.6,7.8,26.1,-4.6,1.6,115.9,91.9,24,437.1,25.7,2017
Derrick White,CU,0.627,0.578,171.6,3.5,10.5,7,28.6,14.2,2.2,4.9,25.3,1.6,1.5,124.9,103,21.9,478.3,25.5,2017
Kevin Hervey,UTA,0.568,0.533,155.3,5.6,27,16.6,15.7,11.2,2.5,1.8,29.2,-1.7,1.3,115.9,90.6,25.4,469.3,25.5,2017
Robert Williams,TAMU,0.569,0.56,125.7,13.5,21.1,17.5,12,14.3,1.6,10.6,23.6,-3.2,1.3,113.5,94.9,18.6,395.3,25.4,2017
Yante Maten,UGA,0.595,0.549,172.4,10.3,15.5,13.1,12.9,14,1.4,5.4,30.7,-5.1,1.5,114.3,96.4,17.9,352,25.4,2017
Ike Smith,GSU,0.585,0.565,154.6,3.8,14.7,9.2,13.7,11.5,2.7,2.4,31,-3.4,1.4,113.9,101.5,12.4,381.9,25.4,2017
Johnathan Motley,BU,0.566,0.532,150.3,15.3,22.9,19.3,17.3,16.1,0.7,4,30.6,-4.9,1.4,114.2,95.6,18.6,454.4,25.3,2017
Brandon Goodwin,FGC,0.617,0.576,165.5,3.2,13,8.4,24.4,12.4,2.2,0.2,27,1.9,1.5,125.9,100.1,25.9,440,25.2,2017
Rob Gray,U of H,0.573,0.537,166.8,3.7,9.5,6.6,20.9,11.2,2.2,0.6,32.5,-1,1.3,116.6,99.6,17,347.8,25.2,2017
Chris Cokley,UAB,0.613,0.58,137.1,12.1,20.1,16.3,16.8,16,1.7,3.1,28,-4.3,1.4,114.5,99.5,15,311.6,25.1,2017
Ahmad Thomas,UNCA,0.587,0.585,157,5.1,18,11.5,15.7,12,5.2,1.7,27.2,-1.6,1.3,112,89.6,22.4,458.6,25.1,2017
Jeffrey Carroll,OSU,0.654,0.617,178.7,7.5,18.9,13,8,10.6,1.7,0.6,23.7,-2.5,1.6,133.4,108,25.4,411.8,25.1,2017
Caleb Swanigan,PU,0.62,0.572,175.5,10.7,32.7,22.5,18.7,18.5,0.8,2.5,28.1,-4.2,1.5,116.1,91.7,24.4,585,25,2017
T.J. Leaf,UCLA,0.66,0.652,176.2,9.1,19.7,15,13.1,10.8,1.1,3.5,22,0.4,1.5,131.1,100.5,30.6,527.8,25,2017
Semi Ojeleye,SMU,0.621,0.572,169.7,8.4,15,11.9,9.3,8.5,0.8,1.6,25.9,-1.3,1.5,131.9,97,34.8,460.6,24.9,2017
Marcus Keene,CMU,0.584,0.536,163.4,1.8,10.2,6,30.2,15,1.1,0,36.9,-3.1,1.4,113.9,114.8,-0.9,457,24.9,2017
Jacorey Williams,MTSU,0.56,0.535,136.2,7.4,22.5,15.1,11.4,9.8,1.8,1.9,30.2,-2.2,1.3,113.6,94,19.6,425.3,24.9,2017
Aundre Jackson,L-IL,0.699,0.694,180.6,6.7,15.3,11.2,9.6,14.4,1.3,1.7,26.7,-4.6,1.7,123.4,99.5,23.9,280.5,24.9,2017
Thomas Wilder,WMY,0.591,0.531,173.4,1.5,14.7,7.8,25,10.9,2.3,1.3,28.1,1.6,1.4,122.5,105,17.5,400.1,24.8,2017
Dallas Moore,UNF,0.598,0.569,171.2,2.4,7.1,4.8,26.3,10.8,1.8,0.2,29.7,0.6,1.3,123.7,110.9,12.9,462.8,24.8,2017
Xavier Cooks,WIN,0.567,0.535,153.4,6.4,27.6,17.4,21.2,16.6,1.7,6.1,29.7,-3.4,1.4,108.7,89.4,19.4,457.5,24.7,2017
Tyler Flack,USD,0.583,0.544,155.7,9.5,17.9,13.7,6.9,9.7,1.5,6.2,25.7,-3,1.4,118.5,101.6,16.9,288.1,24.7,2017
Darral Willis,WSU,0.589,0.538,127.7,12.5,21.4,17.1,8.2,15.3,1.5,5.8,29.5,-6.6,1.5,114.1,86.2,27.9,249.3,24.7,2017
Ronnie Boyce III,USF,0.536,0.507,146.6,5.1,18.6,12,19.4,14,2.6,1.3,39.6,-5.9,1.2,101.5,94.3,7.2,235.9,24.7,2017
Jordan Bell,UO,0.658,0.641,155.1,12.4,22.3,17.7,11.4,18.8,2.5,8.5,18,-2.6,1.6,123.9,88.2,35.7,563.9,24.6,2017
James Thompson IV,EMU,0.611,0.576,228.8,16.8,23.9,20.3,6.5,14.2,1.4,3.6,22,-4.3,1.5,123.2,101,22.2,457,24.5,2017
T.J. Cline,RICH,0.59,0.568,152,3.2,24.6,14.3,38.2,15.8,1.7,0.8,29.9,2.5,1.4,112.4,99.3,13.2,535.8,24.3,2017
Anthony Lamb,UVM,0.582,0.551,167,11.3,18.6,15.1,6.7,15.4,2.1,5.8,31,-7.3,1.3,109.5,90.7,18.8,292.8,24.3,2017
Zach LeDay,VT,0.614,0.554,158.5,10.9,18.4,14.9,8.6,12.1,1.1,3.5,26.9,-3.6,1.6,121.7,104,17.7,395.4,24.3,2017
Tacko Fall,UCF,0.671,0.715,117.7,16.5,22.5,19.8,5.4,23.6,0.6,11,20.9,-8.6,1.7,111.1,85,26.1,447.6,24.3,2017
Trevor Thompson,OSU,0.611,0.571,129.1,13.7,29.6,22.1,4,13.9,0.9,7.5,22.3,-4.9,1.6,119.4,92.4,27,343.6,24.3,2017
Dillon Brooks,UO,0.585,0.556,164.4,4.9,9.6,7.4,22.6,13,2.5,2,31.6,-1,1.3,116.4,97.5,18.9,322.3,24.2,2017
Eli Chuha,NMSU,0.634,0.612,147.8,16,21.7,19,8.7,14.2,1.2,1.4,21.2,-3.4,1.7,127.1,94.1,33,402.6,24.1,2017
Jordon Varnado,TU,0.586,0.559,159.3,8.2,19.5,14,10.6,11.8,1,5.4,27.3,-3.4,1.4,117,100.6,16.4,434.5,24.1,2017
Tyler Davis,TAMU,0.642,0.619,131.1,13.5,16,14.8,12.2,19.5,1.1,4,26.3,-6.9,1.6,115.1,101.7,13.4,329.9,24.1,2017
Frank Mason,KU,0.622,0.573,175.5,2,10.5,6.4,26.1,12.4,2,0.2,25.6,2.9,1.5,128.7,102.7,26,526.3,24.1,2017
Nigel Williams-Goss,GU,0.594,0.533,172.1,2.2,15.6,9.8,25.8,13.2,2.9,0.2,24.7,3,1.4,122.1,86,36.1,542.1,24,2017
Justin Wright-Foreman,HOF,0.601,0.572,162.9,2.5,11.8,7,13.5,8.5,1.5,0.2,29,-1.2,1.4,121.7,111.7,10,310.1,24,2017
Reid Travis,SU,0.603,0.579,123.1,13.6,21.5,17.5,4.1,12.6,1,0.7,27.7,-5.8,1.5,116.7,103.2,13.5,321.6,24,2017
John Konchar,IPFW,0.715,0.714,184.4,8.1,20.4,14.4,17.5,12.9,2.5,1.5,16.1,2.7,1.7,142.5,101.9,40.6,582.4,23.9,2017
Victor Sanders,U of I,0.611,0.566,167.5,1.3,10.5,5.9,24.9,15.8,3.1,1.4,31.6,-3.2,1.5,114.8,101.2,13.6,360.9,23.8,2017
Peyton Aldridge,DAV,0.608,0.569,173.7,5.2,19.4,12.5,13.7,8.9,1.4,2.5,25.6,-0.5,1.4,121.1,100.5,20.6,500,23.8,2017
Mike Watkins,PSU,0.605,0.59,123.3,11.3,26.1,18.6,5.6,14,1.8,11.7,19.2,-3.7,1.5,115.8,90.8,25,390.8,23.8,2017
Kyle Kuzma,U of U,0.565,0.542,149.5,11.2,22.8,17.4,14.9,12.8,1.1,1.6,26.9,-1.6,1.3,116.1,95.7,20.4,399.1,23.7,2017
Jahad Thomas,UML,0.613,0.592,226.6,8.3,22.9,15.8,28.1,20.2,2.6,0.8,27,-2,1.5,113.6,104.8,8.7,481.9,23.6,2017
Gary Clark,UC,0.585,0.554,151.2,12.4,19.5,16,14,11,2.2,4.7,18.7,1,1.4,127.6,90.9,36.7,456.1,23.6,2017
Chris Boucher,UO,0.592,0.591,143.8,9.2,19.8,14.8,3.5,9.4,1,11.7,23.6,-3.2,1.4,117.9,89.1,28.8,317.4,23.6,2017
Mike Young,PITT,0.556,0.498,157.7,5.8,17.3,11.8,20.3,10.7,1,2.4,31.2,-0.9,1.4,114.1,108.4,5.7,421.6,23.6,2017
Justin Patton,CU,0.671,0.689,172.6,8,19.2,13.9,8.5,15.1,1.9,5.9,22,-3.5,1.5,119.8,95.5,24.3,389.6,23.6,2017
Alize Johnson,MSU,0.576,0.546,155.4,13.1,29.4,21.1,13.9,15.2,1.2,0.7,25.8,-3.6,1.4,116.3,99.7,16.6,429.4,23.5,2017
Javier Martinez,UTM,0.692,0.671,147.1,14.5,19.9,17.3,11.6,14.9,1,1.9,18,-1.8,1.6,133.9,107,26.9,402.4,23.5,2017
Lauri Markkanen,U of A,0.635,0.584,175.1,10,17.5,14,5.6,8.1,0.8,1.8,22.5,-1.7,1.5,134.1,99.1,35,443.5,23.5,2017
Averyl Ugba,GSU,0.592,0.555,123.2,15.9,22.1,18.7,5.4,14.7,2.3,3,21.1,-4.8,1.5,118.4,100.3,18.1,379.9,23.5,2017
Tamas Bruce,ASU,0.566,0.601,97.8,16.3,26.2,21.3,3.8,14,2.8,5.2,25.2,-6,1.4,108.9,90.4,18.5,205.1,23.5,2017
Jonathan Isaac,FSU,0.614,0.568,163.6,7.6,25.6,16.8,7.7,13.3,2.4,6.2,20.3,-2.7,1.5,122.4,95.1,27.2,389,23.4,2017
Daniel Dixon,W&M,0.627,0.576,173,3.6,13.9,9.1,17,12.7,1.4,1.1,29.5,-1.9,1.5,119.5,109.2,10.3,338.5,23.4,2017
John Davis,TU,0.564,0.538,142.2,10.4,27.2,18.7,7.8,12.2,1.4,2.6,25.1,-4.1,1.3,115.3,95.4,19.9,250.3,23.3,2017
Monte Morris,ISU,0.555,0.523,164.4,3.7,11.3,7.6,32,7.5,2.4,0.8,22.8,8.2,1.2,126.2,102,24.2,533.9,23.3,2017
Isaac Neilson,UVU,0.613,0.592,160.2,16.9,26.5,21.9,8.3,16.3,1.4,7,20.4,-4.1,1.5,117.5,88.3,29.3,392,23.3,2017
Lonzo Ball,UCLA,0.673,0.668,163.7,3.2,14.4,9.3,31.4,18.6,2.8,2.1,18.1,7,1.5,131.5,99.9,31.6,646.8,23.2,2017
Q.J. Peterson,VMI,0.547,0.515,151,5.8,18.1,11.6,19.2,12.5,2.8,0.2,32.2,-3,1.3,108.2,109.1,-0.9,355.3,23.2,2017
Isaac Haas,PU,0.624,0.587,129.8,11.5,18,15,6.4,18.1,0.8,3.8,31.7,-9.5,1.6,110.3,96,14.4,259.4,23.1,2017
